Condition	Subject	Session	Correct	CorrectAns	Response	RT
1_	22	4	0	15	7	7624
1_	22	4	1	16	16	3357
1_	22	4	1	17	17	1763
1_	22	4	0	18	3	2806
1_	27	3	0	1	11	3810
1_	27	3	0	2	10	4613
1_	27	3	0	3	9	2952
1_	27	3	0	4	12	1180
1_	27	3	0	5	8	3874
1_	27	3	0	6	7	6546
1_	27	3	1	7	7	2428
1_	27	3	0	8	7	1603
1_	27	3	0	9	4	3016
1_	27	3	0	10	11	4762
1_	27	3	0	11	6	2358
1_	27	3	0	12	14	21779
1_	27	3	0	13	2	2104
1_	27	3	0	14	15	5995
1_	27	3	0	15	10	2457
1_	27	3	0	16	9	4382
1_	27	3	0	17	16	2821
1_	27	3	0	18	14	20386
1_	31	3	0	1	13	10993
1_	31	3	0	2	6	2283
1_	31	3	0	3	4	3192
1_	31	3	0	4	10	5001
1_	31	3	0	5	3	2048
1_	31	3	0	6	5	9830
1_	31	3	1	7	7	1689
1_	31	3	0	8	12	7194
1_	31	3	1	9	9	2963
1_	31	3	0	10	17	4749
1_	31	3	1	11	11	2020
1_	31	3	0	12	8	2408
1_	31	3	0	13	15	3205
1_	31	3	1	14	14	1522
1_	31	3	0	15	18	3996
1_	31	3	1	16	16	4355
1_	31	3	0	17	10	10199
1_	31	3	0	18	6	6613
1_	7	2	1	1	1	1608
1_	7	2	1	2	2	2794
1_	7	2	0	3	14	1645
1_	7	2	0	4	16	3238
1_	7	2	0	5	13	5128
1_	7	2	0	6	18	5297
1_	7	2	1	7	7	2306
1_	7	2	1	8	8	1518
1_	7	2	1	9	9	7112
1_	7	2	0	10	1	3154
1_	7	2	0	11	3	2509
1_	7	2	0	12	6	2840
1_	7	2	0	13	11	1545
1_	7	2	0	14	7	3919
1_	7	2	1	15	15	1486
1_	7	2	0	16	18	1744
1_	7	2	0	17	12	1870
1_	7	2	0	18	12	1843
2_	12	4	1	1	1	1354
2_	12	4	0	2	13	3048
2_	12	4	0	3	4	2325
2_	12	4	0	4	6	1770
2_	12	4	0	5	2	2292
2_	12	4	0	6	12	1704
2_	12	4	0	7	4	1137
2_	12	4	0	8	9	2857
2_	12	4	0	9	18	1749
2_	12	4	0	10	15	2483
2_	12	4	0	11	8	2717
2_	12	4	0	12	8	4446
2_	12	4	0	13	5	1102
2_	12	4	0	14	5	1900
2_	12	4	0	15	16	3307
2_	12	4	0	16	14	1606
2_	12	4	0	17	10	2819
2_	12	4	0	18	8	2073
2_	17	3	0	1	4	2244
2_	17	3	0	2	11	1112
2_	17	3	0	3	14	1003
2_	17	3	0	4	17	1040
2_	17	3	1	5	5	1637
2_	17	3	0	6	12	859
2_	17	3	0	7	3	2705
2_	17	3	0	8	18	1598
2_	17	3	0	9	4	1136
2_	17	3	0	10	7	1241
2_	17	3	0	11	10	1066
2_	17	3	0	12	7	1359
2_	17	3	0	13	14	2358
2_	17	3	0	14	2	1395
2_	17	3	1	15	15	1178
2_	17	3	0	16	9	1432
2_	17	3	0	17	16	2203
2_	17	3	0	18	9	1337
2_	2	2	0	1	17	9095
2_	2	2	0	2	12	7626
2_	2	2	1	3	3	10702
2_	2	2	1	4	4	4146
2_	2	2	0	5	1	3130
2_	2	2	1	6	6	11455
2_	2	2	0	7	10	6143
2_	2	2	0	8	7	106
2_	2	2	1	9	9	6883
2_	2	2	0	10	1	7766
2_	2	2	1	11	11	4028
2_	2	2	0	12	14	10531
2_	2	2	1	13	13	5084
2_	2	2	0	14	10	9401
2_	2	2	1	15	15	2014
2_	2	2	0	16	18	4173
2_	2	2	0	17	10	17672
2_	2	2	0	18	6	5992
2_	20	3	1	1	1	2509
2_	20	3	1	2	2	3746
2_	20	3	1	3	3	2410
2_	20	3	1	4	4	3150
2_	20	3	1	5	5	10300
2_	20	3	1	6	6	2457
2_	20	3	1	7	7	1861
2_	20	3	1	8	8	12514
2_	20	3	1	9	9	3682
2_	20	3	1	10	10	5071
2_	20	3	0	11	17	12804
2_	20	3	1	12	12	4563
2_	20	3	1	13	13	6492
2_	20	3	0	14	11	1765
2_	20	3	1	15	15	1695
2_	20	3	1	16	16	2424
2_	20	3	0	17	14	12724
2_	20	3	1	18	18	1435
2_	22	3	1	1	1	4099
2_	22	3	0	2	18	2572
2_	22	3	1	3	3	2206
2_	22	3	0	4	6	5493
2_	22	3	1	5	5	3749
2_	22	3	0	6	16	3409
2_	22	3	1	7	7	1581
2_	22	3	0	8	14	6154
2_	22	3	1	9	9	2431
2_	22	3	0	10	12	6057
2_	22	3	1	11	11	1703
2_	22	3	1	12	12	2786
2_	22	3	1	13	13	5116
2_	22	3	0	14	1	3480
2_	22	3	0	15	17	2585
2_	22	3	0	16	18	3276
2_	22	3	0	17	6	3588
2_	22	3	0	18	8	2070
2_	27	4	0	1	3	4749
2_	27	4	0	2	18	1545
2_	27	4	0	3	8	1813
2_	27	4	0	4	11	1790
2_	27	4	0	5	13	2448
2_	27	4	0	6	15	2344
2_	27	4	0	7	1	2713
2_	27	4	0	8	4	1323
2_	27	4	0	9	7	1134
2_	27	4	0	10	15	1337
2_	27	4	0	11	18	2193
2_	27	4	0	12	16	3780
2_	27	4	0	13	16	1618
2_	27	4	0	14	5	2625
2_	27	4	0	15	17	1440
2_	27	4	0	16	15	1930
2_	27	4	1	17	17	3207
2_	27	4	0	18	10	4986
2_	31	1	1	1	1	11709
2_	31	1	1	2	2	10586
2_	31	1	1	3	3	2180
2_	31	1	1	4	4	1730
2_	31	1	0	5	16	4159
2_	31	1	0	6	5	6395
2_	31	1	0	7	11	2305
2_	31	1	0	8	12	18622
2_	31	1	1	9	9	3309
2_	31	1	1	10	10	1391
2_	31	1	0	11	5	2923
2_	31	1	0	12	2	3222
2_	31	1	0	13	18	8439
2_	31	1	1	14	14	2689
2_	31	1	0	15	17	1489
2_	31	1	0	16	8	20890
2_	31	1	0	17	6	4825
2_	31	1	0	18	7	3190
2_	7	1	0	1	2	2419
2_	7	1	0	2	16	1600
2_	7	1	0	3	17	1587
2_	7	1	0	4	11	1345
2_	7	1	0	5	17	1063
2_	7	1	0	6	10	975
2_	7	1	0	7	14	1272
2_	7	1	0	8	10	1083
2_	7	1	0	9	6	1735
2_	7	1	0	10	15	1126
2_	7	1	0	11	8	1328
2_	7	1	0	12	4	997
2_	7	1	0	13	11	1832
2_	7	1	0	14	5	1036
2_	7	1	0	15	18	853
2_	7	1	0	16	1	1577
2_	7	1	0	17	9	995
2_	7	1	0	18	9	3205
3_	12	2	1	1	1	2020
3_	12	2	1	2	2	2618
3_	12	2	0	3	6	4614
3_	12	2	1	4	4	3640
3_	12	2	0	5	18	4196
3_	12	2	0	6	14	2556
3_	12	2	0	7	12	5847
3_	12	2	1	8	8	3087
3_	12	2	0	9	7	1666
3_	12	2	1	10	10	2341
3_	12	2	0	11	9	5030
3_	12	2	0	12	13	2087
3_	12	2	0	13	18	1642
3_	12	2	0	14	5	3088
3_	12	2	0	15	1	2738
3_	12	2	0	16	8	3836
3_	12	2	0	17	8	1166
3_	12	2	0	18	7	5729
3_	17	2	0	1	10	2001
3_	17	2	0	2	15	2378
3_	17	2	1	3	3	2000
3_	17	2	1	4	4	1900
3_	17	2	0	5	16	1939
3_	17	2	1	6	6	1833
3_	17	2	0	7	16	2631
3_	17	2	1	8	8	2359
3_	17	2	1	9	9	1984
3_	17	2	0	10	1	2747
3_	17	2	0	11	13	3362
3_	17	2	1	12	12	1253
3_	17	2	0	13	2	1599
3_	17	2	0	14	13	1148
3_	17	2	0	15	14	2238
3_	17	2	1	16	16	1741
3_	17	2	0	17	14	2279
3_	17	2	1	18	18	1395
3_	2	3	0	1	9	12832
3_	2	3	1	2	2	1984
3_	2	3	0	3	16	2738
3_	2	3	0	4	1	4979
3_	2	3	0	5	15	2467
3_	2	3	0	6	3	2952
3_	2	3	0	7	4	9435
3_	2	3	1	8	8	11494
3_	2	3	0	9	10	6621
3_	2	3	0	10	3	9001
3_	2	3	1	11	11	4559
3_	2	3	0	12	13	6348
3_	2	3	0	13	1	1898
3_	2	3	1	14	14	2695
3_	2	3	0	15	18	5683
3_	2	3	0	16	8	8624
3_	2	3	1	17	17	1527
3_	2	3	0	18	12	1697
3_	20	2	1	1	1	8387
3_	20	2	1	2	2	7301
3_	20	2	1	3	3	8874
3_	20	2	0	4	10	7586
3_	20	2	1	5	5	5538
3_	20	2	0	6	7	7571
3_	20	2	0	7	11	4361
3_	20	2	0	8	14	9202
3_	20	2	0	9	11	6497
3_	20	2	0	10	15	7217
3_	20	2	0	11	6	4539
3_	20	2	0	12	18	11924
3_	20	2	1	13	13	2104
3_	20	2	0	14	2	22988
3_	20	2	0	15	9	9686
3_	20	2	0	16	12	2434
3_	20	2	1	17	17	1996
3_	20	2	0	18	12	1355
3_	22	1	0	1	16	5874
3_	22	1	0	2	5	1594
3_	22	1	1	3	3	2468
3_	22	1	1	4	4	13860
3_	22	1	0	5	7	4943
3_	22	1	0	6	3	7150
3_	22	1	0	7	12	2237
3_	22	1	1	8	8	1879
3_	22	1	0	9	1	4045
3_	22	1	1	10	10	5228
3_	22	1	1	11	11	1162
3_	22	1	1	12	12	4885
3_	22	1	0	13	15	17240
3_	22	1	1	14	14	4299
3_	22	1	0	15	10	2018
3_	22	1	0	16	17	6402
3_	22	1	1	17	17	1087
3_	22	1	0	18	9	6331
3_	27	1	1	1	1	3772
3_	27	1	0	2	13	2033
3_	27	1	0	3	2	1228
3_	27	1	0	4	17	1461
3_	27	1	0	5	14	2055
3_	27	1	0	6	4	1395
3_	27	1	0	7	2	1344
3_	27	1	0	8	3	1715
3_	27	1	0	9	11	1379
3_	27	1	1	10	10	1840
3_	27	1	0	11	9	2549
3_	27	1	0	12	7	1779
3_	27	1	0	13	16	3112
3_	27	1	0	14	7	3322
3_	27	1	0	15	12	1561
3_	27	1	1	16	16	2091
3_	27	1	0	17	6	1802
3_	27	1	0	18	8	2697
3_	31	4	1	1	1	2816
3_	31	4	1	2	2	2362
3_	31	4	1	3	3	4467
3_	31	4	1	4	4	2564
3_	31	4	1	5	5	6685
3_	31	4	1	6	6	2604
3_	31	4	1	7	7	2774
3_	31	4	1	8	8	2830
3_	31	4	1	9	9	1952
3_	31	4	1	10	10	3911
3_	31	4	1	11	11	1731
3_	31	4	1	12	12	2016
3_	31	4	1	13	13	3386
3_	31	4	1	14	14	4309
3_	31	4	1	15	15	2592
3_	31	4	1	16	16	2019
3_	31	4	1	17	17	2066
3_	31	4	1	18	18	10713
3_	7	3	0	1	10	1591
3_	7	3	0	2	7	1932
3_	7	3	0	3	14	1291
3_	7	3	0	4	12	1140
3_	7	3	0	5	1	2435
3_	7	3	0	6	9	1421
3_	7	3	0	7	17	1867
3_	7	3	0	8	18	2136
3_	7	3	0	9	16	3710
3_	7	3	0	10	5	1911
3_	7	3	1	11	11	2139
3_	7	3	0	12	7	2569
3_	7	3	0	13	8	1897
3_	7	3	0	14	4	2250
3_	7	3	1	15	15	1303
3_	7	3	1	16	16	1654
3_	7	3	0	17	6	2150
3_	7	3	0	18	3	2337
4_	12	3	1	1	1	5638
4_	12	3	0	2	7	1760
4_	12	3	1	3	3	1834
4_	12	3	0	4	8	2326
4_	12	3	0	5	9	3122
4_	12	3	0	6	2	4267
4_	12	3	0	7	5	2226
4_	12	3	0	8	16	3793
4_	12	3	0	9	15	3188
4_	12	3	0	10	1	2751
4_	12	3	0	11	12	3195
4_	12	3	0	12	17	4953
4_	12	3	1	13	13	2271
4_	12	3	0	14	17	3815
4_	12	3	0	15	14	2146
4_	12	3	0	16	17	2530
4_	12	3	0	17	10	2015
4_	12	3	1	18	18	2130
4_	17	1	1	1	1	4835
4_	17	1	0	2	7	3375
4_	17	1	1	3	3	2204
4_	17	1	1	4	4	3946
4_	17	1	0	5	7	2828
4_	17	1	1	6	6	1491
4_	17	1	0	7	2	2682
4_	17	1	1	8	8	1863
4_	17	1	0	9	2	3585
4_	17	1	0	10	9	1428
4_	17	1	0	11	10	2837
4_	17	1	0	12	5	2150
4_	17	1	1	13	13	1549
4_	17	1	1	14	14	1418
4_	17	1	1	15	15	6840
4_	17	1	1	16	16	943
4_	17	1	1	17	17	1218
4_	17	1	1	18	18	1192
4_	2	4	0	1	2	2643
4_	2	4	0	2	8	10378
4_	2	4	1	3	3	17072
4_	2	4	1	4	4	3207
4_	2	4	1	5	5	19783
4_	2	4	0	6	17	5091
4_	2	4	0	7	9	12953
4_	2	4	0	8	15	12512
4_	2	4	0	9	12	19250
4_	2	4	1	10	10	2490
4_	2	4	1	11	11	4489
4_	2	4	0	12	8	8942
4_	2	4	1	13	13	7968
4_	2	4	1	14	14	1613
4_	2	4	1	15	15	4285
4_	2	4	1	16	16	3338
4_	2	4	1	17	17	5526
4_	2	4	0	18	1	11337
4_	20	1	1	1	1	1355
4_	20	1	0	2	8	4280
4_	20	1	1	3	3	1772
4_	20	1	1	4	4	9482
4_	20	1	1	5	5	2431
4_	20	1	1	6	6	2705
4_	20	1	0	7	10	9917
4_	20	1	0	8	11	7373
4_	20	1	1	9	9	7867
4_	20	1	0	10	7	9195
4_	20	1	1	11	11	9345
4_	20	1	1	12	12	5370
4_	20	1	1	13	13	4443
4_	20	1	1	14	14	1755
4_	20	1	0	15	3	6088
4_	20	1	1	16	16	3340
4_	20	1	0	17	18	6558
4_	20	1	0	18	2	7937
4_	22	2	1	1	1	1293
4_	22	2	0	2	4	2109
4_	22	2	1	3	3	6547
4_	22	2	0	4	6	4520
4_	22	2	1	5	5	3268
4_	22	2	0	6	2	2672
4_	22	2	1	7	7	1411
4_	22	2	1	8	8	1603
4_	22	2	0	9	12	11082
4_	22	2	0	10	5	5445
4_	22	2	1	11	11	4085
4_	22	2	0	12	17	5818
4_	22	2	0	13	10	5973
4_	22	2	0	14	9	5524
4_	22	2	1	15	15	4842
4_	22	2	1	16	16	3084
4_	22	2	0	17	9	2788
4_	22	2	0	18	17	5375
4_	27	2	0	1	11	10091
4_	27	2	0	2	12	5146
4_	27	2	0	3	17	3396
4_	27	2	1	4	4	2241
4_	27	2	0	5	2	2842
4_	27	2	1	6	6	1632
4_	27	2	0	7	8	2124
4_	27	2	0	8	7	1912
4_	27	2	0	9	1	3417
4_	27	2	1	10	10	1757
4_	27	2	0	11	9	2778
4_	27	2	1	12	12	2474
4_	27	2	0	13	16	4071
4_	27	2	0	14	16	3567
4_	27	2	1	15	15	5146
4_	27	2	0	16	12	2514
4_	27	2	0	17	13	1635
4_	27	2	0	18	15	4390
4_	31	2	1	1	1	8510
4_	31	2	1	2	2	12801
4_	31	2	1	3	3	1825
4_	31	2	1	4	4	15568
4_	31	2	1	5	5	20041
4_	31	2	1	6	6	2035
4_	31	2	1	7	7	1708
4_	31	2	1	8	8	2891
4_	31	2	0	9	10	2740
4_	31	2	0	10	9	1973
4_	31	2	1	11	11	2481
4_	31	2	1	12	12	3909
4_	31	2	1	13	13	6690
4_	31	2	1	14	14	2113
4_	31	2	1	15	15	26163
4_	31	2	1	16	16	4971
4_	31	2	1	17	17	1786
4_	31	2	1	18	18	5667
4_	7	4	1	1	1	2356
4_	7	4	1	2	2	3014
4_	7	4	0	3	5	5002
4_	7	4	1	4	4	1302
4_	7	4	0	5	6	3956
4_	7	4	0	6	5	3214
4_	7	4	1	7	7	4416
4_	7	4	0	8	10	3499
4_	7	4	0	9	12	3815
4_	7	4	0	10	11	2393
4_	7	4	0	11	7	2653
4_	7	4	0	12	10	6266
4_	7	4	0	13	8	3553
4_	7	4	0	14	5	2794
4_	7	4	0	15	11	2465
4_	7	4	0	16	8	2551
4_	7	4	1	17	17	5511
4_	7	4	0	18	2	3878
