Condition	Subject	Session	Correct	CorrectAns	Response	TestIndex	RT
2_	22	2	0	18	8	18	4890
3_	22	3	1	3	3	1	4929
3_	22	3	1	13	13	2	3759
3_	22	3	1	11	11	3	3209
3_	22	3	0	6	18	4	6283
3_	22	3	0	4	17	5	4176
3_	22	3	1	16	16	6	1541
3_	22	3	0	5	8	7	5375
3_	22	3	0	14	9	8	2636
3_	22	3	0	9	5	9	6760
3_	22	3	1	7	7	10	1177
3_	22	3	0	10	12	11	4742
3_	22	3	0	18	1	12	5023
3_	22	3	1	15	15	13	1495
3_	22	3	0	12	14	14	1788
3_	22	3	0	17	10	15	1876
3_	22	3	1	2	2	16	7466
3_	22	3	0	8	13	17	3081
3_	22	3	0	1	9	18	1949
4_	22	4	1	14	14	1	2549
4_	22	4	0	7	17	2	4829
4_	22	4	1	8	8	3	2852
4_	22	4	1	15	15	4	1530
4_	22	4	0	10	9	5	5368
4_	22	4	1	4	4	6	3225
4_	22	4	0	2	10	7	4888
4_	22	4	1	13	13	8	1607
4_	22	4	1	16	16	9	2574
4_	22	4	1	6	6	10	1846
4_	22	4	1	12	12	11	1608
4_	22	4	0	17	10	12	10809
4_	22	4	0	5	3	13	3993
4_	22	4	0	1	18	14	7464
4_	22	4	0	18	1	15	3466
4_	22	4	0	3	5	16	6282
4_	22	4	1	9	9	17	1926
4_	22	4	1	11	11	18	1570
1_	23	1	1	5	5	1	1611
1_	23	1	1	3	3	2	2668
1_	23	1	1	14	14	3	1359
1_	23	1	1	13	13	4	4851
1_	23	1	1	12	12	5	3100
1_	23	1	1	4	4	6	1592
1_	23	1	0	16	13	7	16793
1_	23	1	1	1	1	8	2202
1_	23	1	0	15	6	9	10882
1_	23	1	1	8	8	10	4453
1_	23	1	0	9	6	11	7799
1_	23	1	1	11	11	12	2021
1_	23	1	1	2	2	13	3612
1_	23	1	1	7	7	14	1351
1_	23	1	1	17	17	15	3540
1_	23	1	0	6	18	16	7894
1_	23	1	0	10	16	17	9334
1_	23	1	0	18	10	18	6578
2_	23	2	0	4	8	1	11729
2_	23	2	0	17	11	2	4991
2_	23	2	1	2	2	3	1342
2_	23	2	0	16	17	4	3698
2_	23	2	0	18	14	5	6738
2_	23	2	0	12	3	6	2930
2_	23	2	1	1	1	7	1680
2_	23	2	0	10	16	8	8588
2_	23	2	1	7	7	9	1493
2_	23	2	1	13	13	10	1573
2_	23	2	1	9	9	11	2604
2_	23	2	1	6	6	12	2715
2_	23	2	1	5	5	13	5276
2_	23	2	0	14	16	14	6531
2_	23	2	1	15	15	15	2130
2_	23	2	0	3	4	16	6396
2_	23	2	0	8	9	17	2065
2_	23	2	0	11	10	18	2283
3_	23	3	1	15	15	1	1377
3_	23	3	0	18	5	2	9591
3_	23	3	0	5	18	3	4456
3_	23	3	1	1	1	4	1326
3_	23	3	1	11	11	5	11162
3_	23	3	1	4	4	6	1457
3_	23	3	0	17	7	7	2596
3_	23	3	0	6	9	8	6291
3_	23	3	1	12	12	9	3067
3_	23	3	0	2	13	10	1482
3_	23	3	1	7	7	11	1407
3_	23	3	1	16	16	12	3530
3_	23	3	0	14	10	13	12503
3_	23	3	1	8	8	14	1794
3_	23	3	0	9	6	15	3864
3_	23	3	1	10	10	16	2709
3_	23	3	0	13	2	17	7353
3_	23	3	1	3	3	18	3860
4_	23	4	1	15	15	1	6633
4_	23	4	0	10	14	2	5742
4_	23	4	0	5	10	3	8660
4_	23	4	1	11	11	4	1359
4_	23	4	1	7	7	5	2458
4_	23	4	1	17	17	6	8365
4_	23	4	1	1	1	7	1854
4_	23	4	1	16	16	8	3929
4_	23	4	0	3	13	9	5391
4_	23	4	1	4	4	10	14297
4_	23	4	1	18	18	11	1990
4_	23	4	1	6	6	12	1907
4_	23	4	0	13	3	13	4270
4_	23	4	1	8	8	14	2005
4_	23	4	1	12	12	15	3532
4_	23	4	0	2	14	16	8024
4_	23	4	1	9	9	17	6928
4_	23	4	0	14	13	18	12709
1_	24	1	0	2	13	1	2895
1_	24	1	0	8	4	2	4535
1_	24	1	1	6	6	3	2477
1_	24	1	0	3	1	4	4457
1_	24	1	0	14	15	5	2579
1_	24	1	0	9	17	6	2001
1_	24	1	1	10	10	7	3024
1_	24	1	0	15	8	8	1999
1_	24	1	0	18	3	9	1631
1_	24	1	0	11	1	10	3945
1_	24	1	0	16	12	11	1923
1_	24	1	0	4	9	12	3868
1_	24	1	0	1	2	13	4795
1_	24	1	0	17	18	14	4329
1_	24	1	0	5	8	15	2191
1_	24	1	1	7	7	16	1305
1_	24	1	0	13	16	17	9534
1_	24	1	0	12	9	18	2234
2_	24	2	0	8	1	1	4946
2_	24	2	1	12	12	2	4463
2_	24	2	0	4	16	3	4694
2_	24	2	1	7	7	4	1543
2_	24	2	1	3	3	5	1775
2_	24	2	0	6	10	6	6613
2_	24	2	0	1	17	7	4327
2_	24	2	0	14	11	8	3068
2_	24	2	1	15	15	9	6468
2_	24	2	1	2	2	10	1789
2_	24	2	1	5	5	11	7879
2_	24	2	0	11	4	12	3763
2_	24	2	0	18	16	13	5020
2_	24	2	0	17	14	14	2283
2_	24	2	1	9	9	15	1734
2_	24	2	0	16	11	16	3924
2_	24	2	0	10	8	17	7896
2_	24	2	1	13	13	18	1631
3_	24	3	0	16	18	1	3993
3_	24	3	0	6	15	2	3003
3_	24	3	0	12	1	3	2195
3_	24	3	0	9	3	4	8240
3_	24	3	0	1	15	5	2042
3_	24	3	1	8	8	6	1562
3_	24	3	1	4	4	7	1476
3_	24	3	0	18	14	8	3848
3_	24	3	0	14	16	9	4988
3_	24	3	0	15	9	10	4401
3_	24	3	0	11	2	11	3304
3_	24	3	1	17	17	12	1797
3_	24	3	0	10	11	13	6738
3_	24	3	0	5	12	14	2092
3_	24	3	0	3	13	15	2628
3_	24	3	0	7	9	16	4147
3_	24	3	0	13	7	17	4573
3_	24	3	0	2	3	18	2266
4_	24	4	0	18	4	1	8837
4_	24	4	0	1	9	2	2639
4_	24	4	1	13	13	3	3027
4_	24	4	0	10	15	4	3225
4_	24	4	0	8	18	5	2745
4_	24	4	0	5	8	6	2370
4_	24	4	0	15	7	7	2780
4_	24	4	0	3	12	8	2608
4_	24	4	0	4	3	9	2189
4_	24	4	0	11	14	10	2598
4_	24	4	0	12	5	11	2781
4_	24	4	0	9	6	12	8700
4_	24	4	0	2	6	13	3500
4_	24	4	0	6	11	14	2068
4_	24	4	1	16	16	15	1468
4_	24	4	0	14	7	16	7971
4_	24	4	0	17	4	17	11968
4_	24	4	0	7	12	18	3883
4_	25	1	1	4	4	1	2960
4_	25	1	0	16	11	2	5458
4_	25	1	0	7	1	3	12163
4_	25	1	1	18	18	4	6670
4_	25	1	1	9	9	5	5349
4_	25	1	1	8	8	6	1868
4_	25	1	0	6	16	7	5723
4_	25	1	1	13	13	8	2231
4_	25	1	0	15	6	9	8219
4_	25	1	0	3	16	10	4962
4_	25	1	0	1	16	11	1923
4_	25	1	1	17	17	12	1539
4_	25	1	1	5	5	13	4689
4_	25	1	1	14	14	14	5012
4_	25	1	1	2	2	15	2165
4_	25	1	1	10	10	16	2653
4_	25	1	0	12	15	17	7307
4_	25	1	1	11	11	18	4182
3_	25	2	1	15	15	1	3013
3_	25	2	0	17	5	2	11352
3_	25	2	0	13	7	3	5157
3_	25	2	0	18	2	4	2953
3_	25	2	1	14	14	5	9111
3_	25	2	0	7	8	6	4028
3_	25	2	0	10	14	7	3123
3_	25	2	0	3	10	8	5962
3_	25	2	0	8	17	9	6748
3_	25	2	0	12	13	10	3946
3_	25	2	0	9	1	11	4382
3_	25	2	0	5	4	12	1835
3_	25	2	0	11	16	13	13972
3_	25	2	0	1	14	14	2720
3_	25	2	0	4	17	15	2874
3_	25	2	0	2	18	16	5089
3_	25	2	1	16	16	17	2450
3_	25	2	1	6	6	18	1834
2_	25	3	0	16	2	1	7210
2_	25	3	1	14	14	2	3579
2_	25	3	1	17	17	3	10163
2_	25	3	1	6	6	4	7003
2_	25	3	1	3	3	5	2273
2_	25	3	1	18	18	6	1425
2_	25	3	0	8	4	7	2247
2_	25	3	1	1	1	8	2743
2_	25	3	1	9	9	9	1730
2_	25	3	1	15	15	10	2518
2_	25	3	1	5	5	11	1846
2_	25	3	1	11	11	12	1889
2_	25	3	0	10	17	13	3422
2_	25	3	0	4	10	14	3734
2_	25	3	1	13	13	15	1722
2_	25	3	0	2	10	16	4682
2_	25	3	1	12	12	17	2256
2_	25	3	1	7	7	18	8970
1_	25	4	0	15	13	1	6250
1_	25	4	0	4	7	2	8204
1_	25	4	1	7	7	3	1764
1_	25	4	0	2	11	4	5260
1_	25	4	1	1	1	5	1946
1_	25	4	0	11	8	6	4099
1_	25	4	0	14	9	7	10491
1_	25	4	1	17	17	8	2506
1_	25	4	0	10	18	9	4839
1_	25	4	0	16	14	10	4963
1_	25	4	0	9	5	11	4788
1_	25	4	0	13	16	12	3358
1_	25	4	1	3	3	13	6891
1_	25	4	1	5	5	14	4779
1_	25	4	0	6	13	15	3345
1_	25	4	0	8	4	16	1541
1_	25	4	0	18	10	17	4790
1_	25	4	0	12	2	18	3325
4_	26	1	0	1	9	1	6938
4_	26	1	1	15	15	2	1538
4_	26	1	0	18	4	3	8709
4_	26	1	1	14	14	4	2208
4_	26	1	0	11	17	5	9195
4_	26	1	0	4	5	6	2689
4_	26	1	0	3	10	7	7977
4_	26	1	0	12	16	8	3566
4_	26	1	0	13	6	9	3865
4_	26	1	0	6	7	10	4237
4_	26	1	0	16	6	11	15526
4_	26	1	0	8	16	12	1827
4_	26	1	0	9	13	13	3210
4_	26	1	0	10	1	14	1580
4_	26	1	1	2	2	15	7547
4_	26	1	0	7	12	16	6968
4_	26	1	0	5	7	17	2994
4_	26	1	0	17	8	18	8195
3_	26	2	0	11	6	1	5272
3_	26	2	1	14	14	2	1834
3_	26	2	1	4	4	3	2763
3_	26	2	0	16	18	4	4919
3_	26	2	1	15	15	5	2086
3_	26	2	0	2	12	6	6299
3_	26	2	0	6	5	7	5114
3_	26	2	0	13	2	8	1983
3_	26	2	1	3	3	9	2714
3_	26	2	0	9	16	10	2424
3_	26	2	0	17	9	11	2832
3_	26	2	1	10	10	12	1564
3_	26	2	0	18	1	13	3839
3_	26	2	1	7	7	14	1354
3_	26	2	0	1	9	15	7711
3_	26	2	0	12	15	16	2155
3_	26	2	0	8	18	17	6600
3_	26	2	0	5	9	18	8079
2_	26	3	0	6	13	1	4760
2_	26	3	0	2	12	2	2923
2_	26	3	1	18	18	3	9355
2_	26	3	0	5	13	4	4641
2_	26	3	1	3	3	5	1728
2_	26	3	1	11	11	6	2869
2_	26	3	0	17	10	7	5758
2_	26	3	1	10	10	8	2081
2_	26	3	1	7	7	9	3877
2_	26	3	1	12	12	10	2890
2_	26	3	0	13	10	11	2093
2_	26	3	1	16	16	12	1171
2_	26	3	1	14	14	13	2305
2_	26	3	0	4	5	14	3862
2_	26	3	0	15	4	15	3956
2_	26	3	0	8	17	16	4782
2_	26	3	1	9	9	17	1171
2_	26	3	0	1	2	18	6434
1_	26	4	0	6	18	1	12212
1_	26	4	0	3	17	2	12469
1_	26	4	0	13	2	3	5964
1_	26	4	1	10	10	4	2004
1_	26	4	0	9	13	5	2438
1_	26	4	0	2	6	6	4756
1_	26	4	1	12	12	7	1452
1_	26	4	0	16	14	8	2012
1_	26	4	1	11	11	9	1831
1_	26	4	0	15	1	10	2291
1_	26	4	0	17	8	11	2243
1_	26	4	1	4	4	12	1610
1_	26	4	1	7	7	13	1596
1_	26	4	1	14	14	14	1562
1_	26	4	1	5	5	15	2789
1_	26	4	0	8	9	16	1567
1_	26	4	0	18	16	17	2415
1_	26	4	0	1	15	18	1636
4_	27	1	1	17	17	1	2935
4_	27	1	1	6	6	2	4764
4_	27	1	0	4	1	3	3962
4_	27	1	0	7	9	4	4982
4_	27	1	1	15	15	5	2239
4_	27	1	1	8	8	6	2263
4_	27	1	0	12	13	7	6396
4_	27	1	0	10	12	8	7743
4_	27	1	0	9	11	9	4347
4_	27	1	0	14	12	10	1792
4_	27	1	0	1	16	11	9482
4_	27	1	0	2	7	12	6646
4_	27	1	0	13	4	13	3190
4_	27	1	0	5	14	14	7961
4_	27	1	0	3	6	15	4122
4_	27	1	0	11	1	16	4734
4_	27	1	0	16	17	17	3337
4_	27	1	1	18	18	18	2647
3_	27	2	0	1	14	1	4458
3_	27	2	1	12	12	2	7164
3_	27	2	0	4	1	3	6935
3_	27	2	1	11	11	4	5044
3_	27	2	0	8	7	5	3454
3_	27	2	1	6	6	6	1554
3_	27	2	1	18	18	7	2727
3_	27	2	1	3	3	8	2070
3_	27	2	0	17	5	9	2291
3_	27	2	0	7	15	10	8880
3_	27	2	0	10	17	11	7417
3_	27	2	1	9	9	12	3212
3_	27	2	1	2	2	13	1402
3_	27	2	0	15	4	14	4300
3_	27	2	1	16	16	15	1821
3_	27	2	0	14	18	16	6179
3_	27	2	1	5	5	17	2585
3_	27	2	1	13	13	18	2197
2_	27	3	1	10	10	1	2249
2_	27	3	1	15	15	2	1602
2_	27	3	0	3	4	3	5170
2_	27	3	1	17	17	4	1464
2_	27	3	0	12	2	5	4664
2_	27	3	0	14	11	6	6071
2_	27	3	0	11	12	7	2868
2_	27	3	1	8	8	8	5558
2_	27	3	1	7	7	9	1357
2_	27	3	1	18	18	10	2121
2_	27	3	0	5	1	11	2561
2_	27	3	1	16	16	12	4186
2_	27	3	0	4	14	13	2251
2_	27	3	1	6	6	14	3216
2_	27	3	1	13	13	15	2710
2_	27	3	1	9	9	16	2039
2_	27	3	1	2	2	17	3634
2_	27	3	0	1	13	18	6777
1_	27	4	0	2	13	1	3721
1_	27	4	1	7	7	2	1920
1_	27	4	1	16	16	3	2441
1_	27	4	0	9	2	4	2241
1_	27	4	0	15	9	5	4114
1_	27	4	0	6	5	6	2809
1_	27	4	0	5	6	7	1968
1_	27	4	1	10	10	8	3072
1_	27	4	0	18	8	9	3081
1_	27	4	1	4	4	10	1248
1_	27	4	0	1	15	11	5197
1_	27	4	0	13	11	12	3521
1_	27	4	0	11	12	13	2994
1_	27	4	0	12	18	14	6706
1_	27	4	0	3	2	15	3623
1_	27	4	0	17	18	16	5338
1_	27	4	0	8	13	17	3801
1_	27	4	0	14	11	18	2872
4_	28	1	0	6	17	1	3477
4_	28	1	0	1	2	2	10641
4_	28	1	0	12	4	3	6235
4_	28	1	0	13	18	4	8039
4_	28	1	0	10	5	5	6634
4_	28	1	1	3	3	6	5260
4_	28	1	1	14	14	7	5967
4_	28	1	0	2	13	8	9361
4_	28	1	0	5	17	9	3401
4_	28	1	0	16	1	10	6905
4_	28	1	0	8	11	11	2437
4_	28	1	0	17	8	12	7447
4_	28	1	1	15	15	13	4087
4_	28	1	1	18	18	14	5522
4_	28	1	1	11	11	15	1740
4_	28	1	1	7	7	16	5724
4_	28	1	1	9	9	17	3057
4_	28	1	0	4	8	18	7253
3_	28	2	0	8	5	1	7055
3_	28	2	0	18	15	2	6729
3_	28	2	0	15	18	3	3078
3_	28	2	0	11	16	4	9120
3_	28	2	0	16	2	5	6701
3_	28	2	0	7	9	6	15192
3_	28	2	0	6	16	7	6112
3_	28	2	1	17	17	8	3154
3_	28	2	0	5	7	9	12008
3_	28	2	0	1	8	10	13049
3_	28	2	0	12	1	11	5030
3_	28	2	1	14	14	12	10065
3_	28	2	1	10	10	13	2027
3_	28	2	1	3	3	14	1705
3_	28	2	0	4	8	15	10205
3_	28	2	1	13	13	16	1844
3_	28	2	0	9	16	17	8475
3_	28	2	1	2	2	18	10031
2_	28	3	1	8	8	1	6974
2_	28	3	0	10	16	2	8268
2_	28	3	0	1	10	3	6972
2_	28	3	0	2	4	4	11922
2_	28	3	0	4	14	5	4250
2_	28	3	0	6	9	6	2543
2_	28	3	0	12	5	7	4560
2_	28	3	1	18	18	8	5539
2_	28	3	0	16	6	9	4925
2_	28	3	1	11	11	10	3106
2_	28	3	0	3	11	11	4414
2_	28	3	1	7	7	12	4185
2_	28	3	0	13	16	13	12587
2_	28	3	1	5	5	14	1388
2_	28	3	1	9	9	15	1853
2_	28	3	1	17	17	16	17066
2_	28	3	0	14	2	17	4536
2_	28	3	1	15	15	18	1113
1_	28	4	1	17	17	1	7959
1_	28	4	1	4	4	2	3008
1_	28	4	0	6	13	3	2618
1_	28	4	0	8	1	4	6650
1_	28	4	0	15	8	5	4225
1_	28	4	0	18	17	6	5553
1_	28	4	0	16	10	7	7621
1_	28	4	0	1	11	8	9715
1_	28	4	1	7	7	9	1500
1_	28	4	0	12	5	10	4553
1_	28	4	0	11	3	11	5477
1_	28	4	0	14	9	12	1931
1_	28	4	0	9	14	13	5447
1_	28	4	0	13	11	14	7462
1_	28	4	0	3	18	15	5776
1_	28	4	0	2	15	16	8461
1_	28	4	1	5	5	17	4923
1_	28	4	0	10	9	18	8578
4_	29	1	0	3	16	1	2176
4_	29	1	0	13	16	2	1710
4_	29	1	0	7	10	3	1458
4_	29	1	0	14	13	4	1493
4_	29	1	1	15	15	5	2181
4_	29	1	0	9	12	6	4276
4_	29	1	0	16	6	7	5820
4_	29	1	0	18	10	8	2132
4_	29	1	0	12	17	9	1489
4_	29	1	0	5	7	10	1569
4_	29	1	0	10	8	11	2569
4_	29	1	1	2	2	12	1490
4_	29	1	0	6	11	13	4436
4_	29	1	0	17	1	14	2143
4_	29	1	0	4	1	15	3103
4_	29	1	0	11	5	16	5321
4_	29	1	0	1	10	17	1277
4_	29	1	0	8	18	18	5017
3_	29	2	0	7	4	1	1464
3_	29	2	0	11	13	2	938
3_	29	2	0	2	3	3	2075
3_	29	2	0	10	3	4	919
3_	29	2	0	17	11	5	704
3_	29	2	0	18	16	6	1833
3_	29	2	0	14	8	7	2205
3_	29	2	0	1	12	8	2850
3_	29	2	1	8	8	9	2426
3_	29	2	0	6	2	10	2680
3_	29	2	0	5	15	11	1718
3_	29	2	0	4	7	12	2461
3_	29	2	0	16	14	13	2354
3_	29	2	0	12	9	14	1486
3_	29	2	0	15	13	15	1707
3_	29	2	0	3	9	16	1640
3_	29	2	0	9	5	17	1462
3_	29	2	0	13	16	18	1156
2_	29	3	0	8	4	1	878
2_	29	3	0	11	3	2	556
2_	29	3	0	4	18	3	734
2_	29	3	0	3	1	4	959
2_	29	3	0	13	8	5	1583
2_	29	3	0	1	8	6	1721
2_	29	3	0	14	12	7	778
2_	29	3	0	9	12	8	374
2_	29	3	0	18	8	9	732
2_	29	3	1	15	15	10	2095
2_	29	3	0	7	16	11	1365
2_	29	3	0	17	4	12	4376
2_	29	3	0	10	9	13	3335
2_	29	3	0	5	1	14	1631
2_	29	3	0	16	3	15	1875
2_	29	3	0	6	4	16	1067
2_	29	3	1	2	2	17	1029
2_	29	3	0	12	3	18	2833
1_	29	4	0	1	15	1	781
1_	29	4	0	17	3	2	1896
1_	29	4	0	2	5	3	1184
1_	29	4	0	13	8	4	662
1_	29	4	0	14	15	5	288
1_	29	4	1	9	9	6	1022
1_	29	4	1	5	5	7	1134
1_	29	4	0	6	11	8	1348
1_	29	4	0	4	6	9	831
1_	29	4	0	15	13	10	2976
1_	29	4	0	12	4	11	2209
1_	29	4	0	10	2	12	1020
1_	29	4	0	7	9	13	712
1_	29	4	0	3	15	14	669
1_	29	4	0	18	16	15	813
1_	29	4	0	11	6	16	1270
1_	29	4	0	8	15	17	1046
1_	29	4	0	16	3	18	1034
4_	30	1	0	17	7	1	7907
4_	30	1	0	12	1	2	9740
4_	30	1	0	10	3	3	2563
4_	30	1	0	8	5	4	6086
4_	30	1	0	11	13	5	3786
4_	30	1	0	6	5	6	5428
4_	30	1	0	15	6	7	1689
4_	30	1	1	14	14	8	4139
4_	30	1	0	3	18	9	2546
4_	30	1	1	1	1	10	1757
4_	30	1	0	13	16	11	3690
4_	30	1	0	5	14	12	2570
4_	30	1	1	4	4	13	3525
4_	30	1	0	7	12	14	1632
4_	30	1	1	2	2	15	2779
4_	30	1	1	9	9	16	1770
4_	30	1	0	18	10	17	6552
4_	30	1	0	16	11	18	2797
3_	30	2	0	8	18	1	4941
3_	30	2	0	3	15	2	9085
3_	30	2	0	13	15	3	5216
3_	30	2	0	2	12	4	1347
3_	30	2	0	12	1	5	2672
3_	30	2	0	6	3	6	8224
3_	30	2	0	14	11	7	3375
3_	30	2	1	10	10	8	1764
3_	30	2	0	9	2	9	5342
3_	30	2	0	11	3	10	3551
3_	30	2	0	7	13	11	5069
3_	30	2	0	1	10	12	2619
3_	30	2	0	18	9	13	3139
3_	30	2	0	16	1	14	6763
3_	30	2	1	4	4	15	1974
3_	30	2	0	15	16	16	10387
3_	30	2	0	5	11	17	1645
3_	30	2	0	17	2	18	8212
2_	30	3	1	5	5	1	4388
2_	30	3	0	16	17	2	2677
2_	30	3	1	12	12	3	3722
2_	30	3	0	6	18	4	3322
2_	30	3	1	3	3	5	3228
2_	30	3	0	15	17	6	2258
2_	30	3	0	13	8	7	5277
2_	30	3	0	7	9	8	3553
2_	30	3	0	4	18	9	1779
2_	30	3	0	11	14	10	2485
2_	30	3	0	1	2	11	3889
2_	30	3	0	2	6	12	8840
2_	30	3	0	17	16	13	2916
2_	30	3	0	9	6	14	3525
2_	30	3	0	18	10	15	4033
2_	30	3	0	14	8	16	6691
2_	30	3	0	8	10	17	5925
2_	30	3	0	10	1	18	3481
1_	30	4	1	10	10	1	1578
1_	30	4	0	13	1	2	5400
1_	30	4	0	18	6	3	3726
1_	30	4	1	12	12	4	9219
1_	30	4	0	6	5	5	3032
1_	30	4	0	17	18	6	4052
1_	30	4	0	15	9	7	2980
1_	30	4	0	5	2	8	5457
1_	30	4	1	4	4	9	5460
1_	30	4	0	9	18	10	5040
1_	30	4	0	1	13	11	3163
1_	30	4	0	16	15	12	8309
1_	30	4	1	7	7	13	1649
1_	30	4	0	14	2	14	11969
1_	30	4	1	8	8	15	2393
1_	30	4	0	2	16	16	2107
1_	30	4	0	11	14	17	2696
1_	30	4	0	3	11	18	1401
4_	31	1	0	16	9	1	7852
4_	31	1	0	10	6	2	3266
4_	31	1	1	8	8	3	2203
4_	31	1	0	12	14	4	4633
4_	31	1	1	3	3	5	2419
4_	31	1	0	4	5	6	3434
4_	31	1	1	17	17	7	1582
4_	31	1	0	5	15	8	2900
4_	31	1	0	9	12	9	2944
4_	31	1	1	18	18	10	3378
4_	31	1	0	15	14	11	2577
4_	31	1	0	14	16	12	2007
4_	31	1	0	6	10	13	3056
4_	31	1	0	13	12	14	2844
4_	31	1	1	11	11	15	1419
4_	31	1	1	7	7	16	1755
4_	31	1	0	1	13	17	5455
4_	31	1	0	2	13	18	5988
3_	31	2	1	2	2	1	1814
3_	31	2	1	14	14	2	1918
3_	31	2	1	9	9	3	6374
3_	31	2	1	8	8	4	11475
3_	31	2	1	11	11	5	1636
3_	31	2	1	5	5	6	2902
3_	31	2	1	1	1	7	6332
3_	31	2	1	10	10	8	5617
3_	31	2	1	18	18	9	2303
3_	31	2	1	13	13	10	2340
3_	31	2	1	7	7	11	9910
3_	31	2	1	4	4	12	7776
3_	31	2	1	6	6	13	2520
3_	31	2	1	15	15	14	1296
3_	31	2	1	12	12	15	2712
3_	31	2	0	17	1	16	7897
3_	31	2	1	16	16	17	1721
3_	31	2	1	3	3	18	3618
2_	31	3	1	11	11	1	2428
2_	31	3	1	8	8	2	4137
2_	31	3	0	5	18	3	14394
2_	31	3	1	16	16	4	2273
2_	31	3	1	12	12	5	2801
2_	31	3	1	7	7	6	1335
2_	31	3	0	2	3	7	7010
2_	31	3	1	10	10	8	1866
2_	31	3	1	17	17	9	4387
2_	31	3	1	14	14	10	2638
2_	31	3	0	3	2	11	4631
2_	31	3	1	15	15	12	2323
2_	31	3	1	9	9	13	1803
2_	31	3	1	13	13	14	2183
2_	31	3	0	18	4	15	6385
2_	31	3	1	6	6	16	7659
2_	31	3	1	4	4	17	10438
2_	31	3	1	1	1	18	1248
1_	31	4	1	17	17	1	1678
1_	31	4	1	6	6	2	1586
1_	31	4	1	5	5	3	5915
1_	31	4	1	16	16	4	2212
1_	31	4	1	1	1	5	3270
1_	31	4	1	14	14	6	1295
1_	31	4	1	7	7	7	1450
1_	31	4	1	12	12	8	2626
1_	31	4	1	10	10	9	10038
1_	31	4	1	11	11	10	909
1_	31	4	1	18	18	11	2864
1_	31	4	1	9	9	12	2418
1_	31	4	1	3	3	13	2233
1_	31	4	1	13	13	14	1853
1_	31	4	1	4	4	15	10136
1_	31	4	1	2	2	16	2213
1_	31	4	0	8	15	17	3653
1_	31	4	0	15	8	18	1847
1_	32	1	0	4	18	1	10304
1_	32	1	0	18	4	2	7831
1_	32	1	0	13	12	3	1978
1_	32	1	0	11	13	4	3906
1_	32	1	1	8	8	5	5882
1_	32	1	1	7	7	6	1654
1_	32	1	0	12	2	7	7190
1_	32	1	0	9	15	8	4484
1_	32	1	0	10	14	9	7719
1_	32	1	0	1	9	10	8509
1_	32	1	0	3	10	11	7454
1_	32	1	0	5	14	12	5060
1_	32	1	0	2	9	13	5597
1_	32	1	0	15	4	14	6576
1_	32	1	0	6	12	15	1847
1_	32	1	0	14	15	16	2177
1_	32	1	0	17	2	17	4412
1_	32	1	0	16	6	18	2797
2_	32	2	0	12	5	1	1587
2_	32	2	1	4	4	2	1445
2_	32	2	0	10	15	3	1884
2_	32	2	0	3	2	4	5621
2_	32	2	0	1	11	5	2061
2_	32	2	0	13	14	6	2001
2_	32	2	0	18	7	7	1876
2_	32	2	0	15	17	8	4934
2_	32	2	0	8	9	9	1907
2_	32	2	0	9	2	10	1088
2_	32	2	0	17	8	11	1215
2_	32	2	0	7	5	12	883
2_	32	2	0	2	12	13	827
2_	32	2	0	5	15	14	1669
2_	32	2	0	11	13	15	1392
2_	32	2	0	6	7	16	846
2_	32	2	0	16	5	17	3316
2_	32	2	0	14	1	18	1843
3_	32	3	0	9	7	1	1254
3_	32	3	0	3	9	2	1446
3_	32	3	0	17	6	3	1325
3_	32	3	0	12	3	4	873
3_	32	3	0	6	11	5	1297
3_	32	3	0	5	8	6	1248
3_	32	3	0	16	5	7	1261
3_	32	3	0	8	10	8	1744
3_	32	3	0	1	5	9	1071
3_	32	3	0	10	6	10	1301
3_	32	3	0	13	10	11	1288
3_	32	3	0	4	18	12	978
3_	32	3	0	18	13	13	1604
3_	32	3	1	14	14	14	1025
3_	32	3	0	2	8	15	866
3_	32	3	0	7	10	16	806
3_	32	3	1	11	11	17	3482
3_	32	3	0	15	14	18	1163
4_	32	4	0	3	4	1	3942
4_	32	4	0	2	12	2	1710
4_	32	4	0	17	15	3	1196
4_	32	4	0	14	13	4	1144
4_	32	4	0	15	2	5	1434
4_	32	4	0	12	3	6	985
4_	32	4	0	8	6	7	1521
4_	32	4	1	11	11	8	1629
4_	32	4	0	1	2	9	949
4_	32	4	0	6	18	10	1332
4_	32	4	0	9	7	11	2781
4_	32	4	0	4	17	12	1255
4_	32	4	0	18	1	13	1256
4_	32	4	0	5	9	14	3136
4_	32	4	1	16	16	15	1116
4_	32	4	0	7	14	16	1710
4_	32	4	0	13	9	17	1592
4_	32	4	0	10	5	18	1683
1_	33	1	0	9	2	1	9302
1_	33	1	0	2	18	2	8222
1_	33	1	0	10	5	3	11527
1_	33	1	1	12	12	4	1422
1_	33	1	0	17	9	5	7716
1_	33	1	0	18	4	6	3219
1_	33	1	1	3	3	7	5597
1_	33	1	0	13	6	8	4257
1_	33	1	0	11	9	9	4341
1_	33	1	0	5	17	10	3093
1_	33	1	0	4	7	11	6910
1_	33	1	0	8	11	12	5330
1_	33	1	0	16	15	13	6679
1_	33	1	1	14	14	14	1001
1_	33	1	0	6	5	15	3394
1_	33	1	1	7	7	16	2356
1_	33	1	0	15	18	17	5449
1_	33	1	1	1	1	18	2488
2_	33	2	1	1	1	1	14078
2_	33	2	1	11	11	2	2489
