Condition	Subject	Session	Correct	CorrectAns	Response	TestIndex	RT	SessionTime
1_	13	4	0	1	12	1	928	16:53:37
1_	13	4	0	2	16	2	810	16:53:37
1_	13	4	0	3	7	3	496	16:53:37
1_	13	4	0	4	17	4	261	16:53:37
1_	13	4	0	5	7	5	802	16:53:37
1_	13	4	0	6	18	6	467	16:53:37
1_	13	4	0	7	1	7	1076	16:53:37
1_	13	4	0	8	18	8	880	16:53:37
1_	13	4	0	9	4	9	504	16:53:37
1_	13	4	0	10	2	10	360	16:53:37
1_	13	4	0	11	8	11	416	16:53:37
1_	13	4	0	12	9	12	329	16:53:37
1_	13	4	0	13	10	13	559	16:53:37
1_	13	4	0	14	4	14	567	16:53:37
1_	13	4	0	15	18	15	686	16:53:37
1_	13	4	0	16	3	16	619	16:53:37
1_	13	4	0	17	1	17	485	16:53:37
1_	13	4	0	18	16	18	34	16:53:37
1_	19	4	1	1	1	1	2691	13:27:17
1_	19	4	1	2	2	2	6677	13:27:17
1_	19	4	1	3	3	3	11080	13:27:17
1_	19	4	1	4	4	4	5332	13:27:17
1_	19	4	1	5	5	5	3160	13:27:17
1_	19	4	1	6	6	6	2665	13:27:17
1_	19	4	1	7	7	7	5802	13:27:17
1_	19	4	1	8	8	8	2047	13:27:17
1_	19	4	0	9	14	9	12463	13:27:17
1_	19	4	1	10	10	10	2248	13:27:17
1_	19	4	1	11	11	11	1017	13:27:17
1_	19	4	1	12	12	12	1623	13:27:17
1_	19	4	1	13	13	13	4155	13:27:17
1_	19	4	1	14	14	14	3288	13:27:17
1_	19	4	1	15	15	15	1516	13:27:17
1_	19	4	1	16	16	16	4909	13:27:17
1_	19	4	1	17	17	17	4368	13:27:17
1_	19	4	1	18	18	18	4293	13:27:17
1_	8	1	1	1	1	1	1826	15:56:48
1_	8	1	0	2	13	2	4601	15:56:48
1_	8	1	1	3	3	3	2327	15:56:48
1_	8	1	1	4	4	4	1419	15:56:48
1_	8	1	0	5	10	5	3379	15:56:48
1_	8	1	0	6	9	6	3809	15:56:48
1_	8	1	1	7	7	7	2170	15:56:48
1_	8	1	1	8	8	8	2213	15:56:48
1_	8	1	0	9	10	9	7920	15:56:48
1_	8	1	0	10	17	10	1320	15:56:48
1_	8	1	1	11	11	11	1529	15:56:48
1_	8	1	1	12	12	12	1238	15:56:48
1_	8	1	0	13	2	13	3178	15:56:48
1_	8	1	0	14	5	14	2584	15:56:48
1_	8	1	0	15	6	15	1432	15:56:48
1_	8	1	1	16	16	16	1558	15:56:48
1_	8	1	0	17	14	17	1519	15:56:48
1_	8	1	0	18	15	18	4015	15:56:48
2_	13	3	0	1	2	1	2811	16:45:46
2_	13	3	0	2	7	2	995	16:45:46
2_	13	3	0	3	9	3	919	16:45:46
2_	13	3	0	4	2	4	735	16:45:46
2_	13	3	0	5	12	5	1017	16:45:46
2_	13	3	0	6	4	6	636	16:45:46
2_	13	3	0	7	1	7	978	16:45:46
2_	13	3	0	8	17	8	1039	16:45:46
2_	13	3	0	9	18	9	809	16:45:46
2_	13	3	0	10	6	10	735	16:45:46
2_	13	3	0	11	3	11	549	16:45:46
2_	13	3	0	12	3	12	767	16:45:46
2_	13	3	0	13	12	13	749	16:45:46
2_	13	3	0	14	9	14	937	16:45:46
2_	13	3	0	15	16	15	1249	16:45:46
2_	13	3	0	16	7	16	1128	16:45:46
2_	13	3	0	17	18	17	787	16:45:46
2_	13	3	0	18	17	18	872	16:45:46
2_	19	3	1	1	1	1	1913	13:19:16
2_	19	3	0	2	3	2	6417	13:19:16
2_	19	3	1	3	3	3	10868	13:19:16
2_	19	3	1	4	4	4	2315	13:19:16
2_	19	3	1	5	5	5	8444	13:19:16
2_	19	3	1	6	6	6	2986	13:19:16
2_	19	3	1	7	7	7	1568	13:19:16
2_	19	3	1	8	8	8	1455	13:19:16
2_	19	3	1	9	9	9	2056	13:19:16
2_	19	3	0	10	7	10	7615	13:19:16
2_	19	3	1	11	11	11	3679	13:19:16
2_	19	3	0	12	16	12	5963	13:19:16
2_	19	3	1	13	13	13	1325	13:19:16
2_	19	3	1	14	14	14	2514	13:19:16
2_	19	3	1	15	15	15	936	13:19:16
2_	19	3	0	16	17	16	10106	13:19:16
2_	19	3	0	17	10	17	1871	13:19:16
2_	19	3	0	18	16	18	2862	13:19:16
2_	8	2	1	1	1	1	2053	16:04:49
2_	8	2	1	2	2	2	2393	16:04:49
2_	8	2	1	3	3	3	1484	16:04:49
2_	8	2	0	4	12	4	8079	16:04:49
2_	8	2	1	5	5	5	3395	16:04:49
2_	8	2	1	6	6	6	2129	16:04:49
2_	8	2	1	7	7	7	1278	16:04:49
2_	8	2	1	8	8	8	1658	16:04:49
2_	8	2	1	9	9	9	2526	16:04:49
2_	8	2	1	10	10	10	1771	16:04:49
2_	8	2	1	11	11	11	876	16:04:49
2_	8	2	0	12	13	12	5935	16:04:49
2_	8	2	0	13	16	13	2678	16:04:49
2_	8	2	1	14	14	14	2194	16:04:49
2_	8	2	1	15	15	15	1486	16:04:49
2_	8	2	1	16	16	16	7770	16:04:49
2_	8	2	0	17	13	17	6199	16:04:49
2_	8	2	1	18	18	18	950	16:04:49
3_	13	2	0	1	5	1	4157	16:38:32
3_	13	2	0	2	5	2	2346	16:38:32
3_	13	2	0	3	2	3	1738	16:38:32
3_	13	2	0	4	15	4	1724	16:38:32
3_	13	2	0	5	7	5	1625	16:38:32
3_	13	2	0	6	9	6	1280	16:38:32
3_	13	2	0	7	10	7	1741	16:38:32
3_	13	2	0	8	7	8	1280	16:38:32
3_	13	2	0	9	15	9	1354	16:38:32
3_	13	2	0	10	6	10	1471	16:38:32
3_	13	2	0	11	13	11	1320	16:38:32
3_	13	2	0	12	2	12	954	16:38:32
3_	13	2	0	13	16	13	1367	16:38:32
3_	13	2	0	14	8	14	1058	16:38:32
3_	13	2	0	15	14	15	1084	16:38:32
3_	13	2	1	16	16	16	899	16:38:32
3_	13	2	0	17	15	17	663	16:38:32
3_	13	2	0	18	3	18	827	16:38:32
3_	19	2	1	1	1	1	15896	13:10:18
3_	19	2	1	2	2	2	2367	13:10:18
3_	19	2	1	3	3	3	1921	13:10:18
3_	19	2	0	4	5	4	5897	13:10:18
3_	19	2	0	5	9	5	3490	13:10:18
3_	19	2	1	6	6	6	6833	13:10:18
3_	19	2	1	7	7	7	1092	13:10:18
3_	19	2	0	8	12	8	8942	13:10:18
3_	19	2	0	9	10	9	4380	13:10:18
3_	19	2	1	10	10	10	7780	13:10:18
3_	19	2	0	11	9	11	4891	13:10:18
3_	19	2	1	12	12	12	2249	13:10:18
3_	19	2	1	13	13	13	1457	13:10:18
3_	19	2	1	14	14	14	1810	13:10:18
3_	19	2	1	15	15	15	5958	13:10:18
3_	19	2	0	16	18	16	2565	13:10:18
3_	19	2	0	17	1	17	7878	13:10:18
3_	19	2	0	18	16	18	10865	13:10:18
3_	3	3	0	1	7	1	2556	10:57:16
3_	3	3	0	2	13	2	3478	10:57:16
3_	3	3	1	3	3	3	1846	10:57:16
3_	3	3	0	4	12	4	1168	10:57:16
3_	3	3	0	5	2	5	1347	10:57:16
3_	3	3	0	6	18	6	1216	10:57:16
3_	3	3	0	7	9	7	1417	10:57:16
3_	3	3	0	8	5	8	1527	10:57:16
3_	3	3	1	9	9	9	1890	10:57:16
3_	3	3	0	10	17	10	1642	10:57:16
3_	3	3	1	11	11	11	3012	10:57:16
3_	3	3	0	12	10	12	2729	10:57:16
3_	3	3	0	13	6	13	1097	10:57:16
3_	3	3	0	14	2	14	3111	10:57:16
3_	3	3	0	15	9	15	2544	10:57:16
3_	3	3	0	16	11	16	2957	10:57:16
3_	3	3	1	17	17	17	2573	10:57:16
3_	3	3	0	18	3	18	5148	10:57:16
3_	8	3	1	1	1	1	1300	16:12:13
3_	8	3	1	2	2	2	1560	16:12:13
3_	8	3	1	3	3	3	1274	16:12:13
3_	8	3	1	4	4	4	16050	16:12:13
3_	8	3	1	5	5	5	2040	16:12:13
3_	8	3	1	6	6	6	1611	16:12:13
3_	8	3	1	7	7	7	1117	16:12:13
3_	8	3	1	8	8	8	1262	16:12:13
3_	8	3	1	9	9	9	2418	16:12:13
3_	8	3	1	10	10	10	2699	16:12:13
3_	8	3	1	11	11	11	1041	16:12:13
3_	8	3	1	12	12	12	1256	16:12:13
3_	8	3	1	13	13	13	2102	16:12:13
3_	8	3	1	14	14	14	1698	16:12:13
3_	8	3	1	15	15	15	2169	16:12:13
3_	8	3	1	16	16	16	1179	16:12:13
3_	8	3	1	17	17	17	1200	16:12:13
3_	8	3	1	18	18	18	1737	16:12:13
4_	13	1	0	1	9	1	2017	16:30:47
4_	13	1	0	2	16	2	4916	16:30:47
4_	13	1	0	3	16	3	1811	16:30:47
4_	13	1	0	4	16	4	3141	16:30:47
4_	13	1	0	5	7	5	2882	16:30:47
4_	13	1	0	6	8	6	2865	16:30:47
4_	13	1	0	7	8	7	3514	16:30:47
4_	13	1	0	8	7	8	3772	16:30:47
4_	13	1	1	9	9	9	2169	16:30:47
4_	13	1	0	10	5	10	1698	16:30:47
4_	13	1	0	11	18	11	966	16:30:47
4_	13	1	0	12	9	12	591	16:30:47
4_	13	1	0	13	12	13	660	16:30:47
4_	13	1	0	14	13	14	980	16:30:47
4_	13	1	0	15	12	15	4454	16:30:47
4_	13	1	1	16	16	16	2202	16:30:47
4_	13	1	1	17	17	17	1040	16:30:47
4_	13	1	0	18	1	18	1443	16:30:47
4_	19	1	0	1	10	1	13256	12:37:26
4_	19	1	0	2	14	2	5431	12:37:26
4_	19	1	0	3	12	3	4336	12:37:26
4_	19	1	1	4	4	4	3008	12:37:26
4_	19	1	1	5	5	5	1676	12:37:26
4_	19	1	1	6	6	6	2720	12:37:26
4_	19	1	1	7	7	7	6193	12:37:26
4_	19	1	0	8	11	8	2963	12:37:26
4_	19	1	0	9	13	9	2380	12:37:26
4_	19	1	1	10	10	10	1715	12:37:26
4_	19	1	0	11	4	11	5516	12:37:26
4_	19	1	0	12	2	12	3411	12:37:26
4_	19	1	0	13	1	13	4990	12:37:26
4_	19	1	0	14	17	14	2679	12:37:26
4_	19	1	0	15	16	15	9420	12:37:26
4_	19	1	0	16	12	16	3993	12:37:26
4_	19	1	0	17	14	17	5660	12:37:26
4_	19	1	1	18	18	18	1760	12:37:26
4_	3	4	1	1	1	1	6161	11:05:32
4_	3	4	0	2	13	2	3533	11:05:32
4_	3	4	0	3	16	3	2521	11:05:32
4_	3	4	0	4	16	4	1728	11:05:32
4_	3	4	0	5	15	5	4216	11:05:32
4_	3	4	0	6	9	6	5934	11:05:32
4_	3	4	1	7	7	7	3705	11:05:32
4_	3	4	0	8	10	8	5980	11:05:32
4_	3	4	0	9	17	9	1299	11:05:32
4_	3	4	0	10	3	10	3850	11:05:32
4_	3	4	0	11	17	11	4191	11:05:32
4_	3	4	0	12	14	12	1296	11:05:32
4_	3	4	0	13	5	13	11881	11:05:32
4_	3	4	0	14	12	14	5743	11:05:32
4_	3	4	0	15	9	15	2815	11:05:32
4_	3	4	0	16	2	16	4339	11:05:32
4_	3	4	0	17	11	17	5246	11:05:32
4_	3	4	1	18	18	18	1296	11:05:32
4_	8	4	1	1	1	1	2350	16:19:26
4_	8	4	1	2	2	2	1612	16:19:26
4_	8	4	1	3	3	3	3952	16:19:26
4_	8	4	1	4	4	4	1324	16:19:26
4_	8	4	1	5	5	5	1544	16:19:26
4_	8	4	1	6	6	6	2029	16:19:26
4_	8	4	1	7	7	7	1240	16:19:26
4_	8	4	1	8	8	8	10219	16:19:26
4_	8	4	1	9	9	9	1666	16:19:26
4_	8	4	1	10	10	10	1298	16:19:26
4_	8	4	1	11	11	11	1057	16:19:26
4_	8	4	1	12	12	12	2286	16:19:26
4_	8	4	0	13	8	13	2689	16:19:26
4_	8	4	1	14	14	14	4015	16:19:26
4_	8	4	1	15	15	15	1355	16:19:26
4_	8	4	1	16	16	16	2435	16:19:26
4_	8	4	1	17	17	17	2104	16:19:26
4_	8	4	1	18	18	18	1398	16:19:26
1_	14	4	0	1	12	1	764	16:39:39
1_	14	4	0	2	11	2	650	16:39:39
1_	14	4	0	3	9	3	352	16:39:39
1_	14	4	0	4	15	4	828	16:39:39
1_	14	4	0	5	11	5	835	16:39:39
1_	14	4	0	6	5	6	1094	16:39:39
1_	14	4	0	7	13	7	640	16:39:39
1_	14	4	0	8	17	8	449	16:39:39
1_	14	4	0	9	7	9	797	16:39:39
1_	14	4	0	10	15	10	578	16:39:39
1_	14	4	0	11	6	11	1208	16:39:39
1_	14	4	0	12	9	12	631	16:39:39
1_	14	4	0	13	16	13	486	16:39:39
1_	14	4	0	14	12	14	516	16:39:39
1_	14	4	0	15	6	15	605	16:39:39
1_	14	4	0	16	1	16	842	16:39:39
1_	14	4	0	17	11	17	1742	16:39:39
1_	14	4	1	18	18	18	1063	16:39:39
1_	20	4	1	1	1	1	1940	13:25:26
1_	20	4	1	2	2	2	4770	13:25:26
1_	20	4	1	3	3	3	2252	13:25:26
1_	20	4	1	4	4	4	2059	13:25:26
1_	20	4	1	5	5	5	7201	13:25:26
1_	20	4	1	6	6	6	1613	13:25:26
1_	20	4	1	7	7	7	1528	13:25:26
1_	20	4	1	8	8	8	2961	13:25:26
1_	20	4	1	9	9	9	2240	13:25:26
1_	20	4	1	10	10	10	9617	13:25:26
1_	20	4	1	11	11	11	1049	13:25:26
1_	20	4	1	12	12	12	2906	13:25:26
1_	20	4	1	13	13	13	1646	13:25:26
1_	20	4	1	14	14	14	2528	13:25:26
1_	20	4	1	15	15	15	1688	13:25:26
1_	20	4	1	16	16	16	1384	13:25:26
1_	20	4	1	17	17	17	1391	13:25:26
1_	20	4	1	18	18	18	4356	13:25:26
1_	7	1	1	1	1	1	2541	15:40:47
1_	7	1	1	2	2	2	6085	15:40:47
1_	7	1	1	3	3	3	3609	15:40:47
1_	7	1	1	4	4	4	2235	15:40:47
1_	7	1	1	5	5	5	3045	15:40:47
1_	7	1	1	6	6	6	1406	15:40:47
1_	7	1	1	7	7	7	10409	15:40:47
1_	7	1	1	8	8	8	1403	15:40:47
1_	7	1	1	9	9	9	1538	15:40:47
1_	7	1	1	10	10	10	2748	15:40:47
1_	7	1	1	11	11	11	789	15:40:47
1_	7	1	1	12	12	12	2365	15:40:47
1_	7	1	1	13	13	13	3495	15:40:47
1_	7	1	0	14	18	14	2758	15:40:47
1_	7	1	1	15	15	15	1735	15:40:47
1_	7	1	1	16	16	16	2530	15:40:47
1_	7	1	0	17	16	17	9783	15:40:47
1_	7	1	1	18	18	18	1416	15:40:47
2_	14	3	0	1	8	1	4048	16:31:51
2_	14	3	0	2	3	2	1799	16:31:51
2_	14	3	0	3	14	3	921	16:31:51
2_	14	3	0	4	15	4	625	16:31:51
2_	14	3	0	5	3	5	903	16:31:51
2_	14	3	0	6	9	6	1065	16:31:51
2_	14	3	0	7	6	7	756	16:31:51
2_	14	3	0	8	15	8	788	16:31:51
2_	14	3	0	9	14	9	1135	16:31:51
2_	14	3	0	10	7	10	1162	16:31:51
2_	14	3	0	11	12	11	2530	16:31:51
2_	14	3	0	12	2	12	1063	16:31:51
2_	14	3	1	13	13	13	952	16:31:51
2_	14	3	0	14	1	14	1106	16:31:51
2_	14	3	0	15	17	15	2175	16:31:51
2_	14	3	0	16	15	16	828	16:31:51
2_	14	3	1	17	17	17	711	16:31:51
2_	14	3	0	18	12	18	671	16:31:51
2_	20	3	1	1	1	1	2668	13:17:54
2_	20	3	1	2	2	2	2352	13:17:54
2_	20	3	1	3	3	3	2523	13:17:54
2_	20	3	1	4	4	4	3149	13:17:54
2_	20	3	1	5	5	5	3354	13:17:54
2_	20	3	1	6	6	6	2183	13:17:54
2_	20	3	1	7	7	7	1439	13:17:54
2_	20	3	1	8	8	8	2142	13:17:54
2_	20	3	1	9	9	9	1428	13:17:54
2_	20	3	1	10	10	10	8214	13:17:54
2_	20	3	1	11	11	11	1085	13:17:54
2_	20	3	1	12	12	12	11359	13:17:54
2_	20	3	1	13	13	13	1087	13:17:54
2_	20	3	1	14	14	14	3640	13:17:54
2_	20	3	1	15	15	15	4744	13:17:54
2_	20	3	1	16	16	16	2228	13:17:54
2_	20	3	1	17	17	17	1959	13:17:54
2_	20	3	1	18	18	18	3911	13:17:54
2_	7	2	0	1	15	1	2614	15:48:48
2_	7	2	1	2	2	2	1800	15:48:48
2_	7	2	1	3	3	3	1756	15:48:48
2_	7	2	0	4	12	4	2922	15:48:48
2_	7	2	0	5	6	5	1419	15:48:48
2_	7	2	1	6	6	6	3683	15:48:48
2_	7	2	1	7	7	7	1381	15:48:48
2_	7	2	1	8	8	8	1571	15:48:48
2_	7	2	0	9	1	9	4620	15:48:48
2_	7	2	1	10	10	10	2552	15:48:48
2_	7	2	1	11	11	11	1223	15:48:48
2_	7	2	0	12	13	12	1949	15:48:48
2_	7	2	0	13	4	13	5427	15:48:48
2_	7	2	0	14	13	14	4097	15:48:48
2_	7	2	0	15	17	15	3538	15:48:48
2_	7	2	1	16	16	16	2154	15:48:48
2_	7	2	0	17	18	17	4203	15:48:48
2_	7	2	0	18	14	18	6854	15:48:48
3_	14	2	1	1	1	1	5220	16:24:36
3_	14	2	0	2	4	2	3602	16:24:36
3_	14	2	1	3	3	3	5585	16:24:36
3_	14	2	0	4	10	4	3322	16:24:36
3_	14	2	0	5	18	5	6396	16:24:36
3_	14	2	0	6	12	6	1697	16:24:36
3_	14	2	1	7	7	7	1106	16:24:36
3_	14	2	0	8	16	8	2335	16:24:36
3_	14	2	0	9	16	9	1700	16:24:36
3_	14	2	0	10	6	10	3442	16:24:36
3_	14	2	0	11	6	11	1822	16:24:36
3_	14	2	0	12	11	12	2115	16:24:36
3_	14	2	0	13	7	13	1465	16:24:36
3_	14	2	0	14	13	14	2106	16:24:36
3_	14	2	0	15	8	15	2248	16:24:36
3_	14	2	0	16	10	16	1102	16:24:36
3_	14	2	0	17	2	17	1717	16:24:36
3_	14	2	1	18	18	18	1526	16:24:36
3_	20	2	0	1	10	1	10566	13:09:44
3_	20	2	0	2	6	2	7112	13:09:44
3_	20	2	0	3	4	3	2234	13:09:44
3_	20	2	0	4	11	4	10182	13:09:44
3_	20	2	1	5	5	5	2781	13:09:44
3_	20	2	0	6	16	6	1736	13:09:44
3_	20	2	1	7	7	7	1407	13:09:44
3_	20	2	1	8	8	8	2209	13:09:44
3_	20	2	0	9	18	9	7617	13:09:44
3_	20	2	0	10	13	10	2053	13:09:44
3_	20	2	0	11	17	11	3595	13:09:44
3_	20	2	0	12	18	12	4213	13:09:44
3_	20	2	0	13	3	13	4686	13:09:44
3_	20	2	0	14	9	14	10867	13:09:44
3_	20	2	0	15	12	15	10144	13:09:44
3_	20	2	0	16	1	16	4670	13:09:44
3_	20	2	0	17	14	17	6471	13:09:44
3_	20	2	0	18	2	18	2443	13:09:44
3_	7	3	0	1	9	1	4050	15:56:03
3_	7	3	1	2	2	2	2048	15:56:03
3_	7	3	0	3	10	3	3670	15:56:03
3_	7	3	1	4	4	4	3680	15:56:03
3_	7	3	1	5	5	5	6437	15:56:03
3_	7	3	1	6	6	6	2288	15:56:03
3_	7	3	1	7	7	7	1511	15:56:03
3_	7	3	1	8	8	8	4012	15:56:03
3_	7	3	0	9	15	9	4760	15:56:03
3_	7	3	0	10	3	10	7319	15:56:03
3_	7	3	1	11	11	11	1586	15:56:03
3_	7	3	0	12	1	12	5332	15:56:03
3_	7	3	1	13	13	13	1833	15:56:03
3_	7	3	1	14	14	14	1450	15:56:03
3_	7	3	1	15	15	15	1348	15:56:03
3_	7	3	1	16	16	16	1360	15:56:03
3_	7	3	1	17	17	17	2841	15:56:03
3_	7	3	0	18	12	18	1154	15:56:03
4_	14	1	0	1	12	1	2506	16:16:47
4_	14	1	0	2	16	2	1414	16:16:47
4_	14	1	0	3	2	3	3304	16:16:47
4_	14	1	0	4	17	4	2214	16:16:47
4_	14	1	0	5	15	5	988	16:16:47
4_	14	1	0	6	3	6	1048	16:16:47
4_	14	1	0	7	5	7	1783	16:16:47
4_	14	1	0	8	6	8	961	16:16:47
4_	14	1	0	9	4	9	1848	16:16:47
4_	14	1	0	10	11	10	2719	16:16:47
4_	14	1	0	11	4	11	1153	16:16:47
4_	14	1	0	12	18	12	2350	16:16:47
4_	14	1	0	13	3	13	2948	16:16:47
4_	14	1	0	14	8	14	1745	16:16:47
4_	14	1	0	15	14	15	2673	16:16:47
4_	14	1	0	16	1	16	3162	16:16:47
4_	14	1	0	17	16	17	1180	16:16:47
4_	14	1	0	18	13	18	5351	16:16:47
4_	20	1	1	1	1	1	11103	12:26:01
4_	20	1	1	2	2	2	13669	12:26:01
4_	20	1	1	3	3	3	1685	12:26:01
4_	20	1	1	4	4	4	1879	12:26:01
4_	20	1	1	5	5	5	2263	12:26:01
4_	20	1	1	6	6	6	2388	12:26:01
4_	20	1	1	7	7	7	1713	12:26:01
4_	20	1	1	8	8	8	3462	12:26:01
4_	20	1	1	9	9	9	6176	12:26:01
4_	20	1	1	10	10	10	2887	12:26:01
4_	20	1	1	11	11	11	1112	12:26:01
4_	20	1	1	12	12	12	18228	12:26:01
4_	20	1	1	13	13	13	2764	12:26:01
4_	20	1	1	14	14	14	6099	12:26:01
4_	20	1	1	15	15	15	1226	12:26:01
4_	20	1	1	16	16	16	10865	12:26:01
4_	20	1	1	17	17	17	3120	12:26:01
4_	20	1	1	18	18	18	2125	12:26:01
4_	7	4	1	1	1	1	4184	16:05:25
4_	7	4	0	2	17	2	1384	16:05:25
4_	7	4	1	3	3	3	1156	16:05:25
4_	7	4	0	4	11	4	2695	16:05:25
4_	7	4	1	5	5	5	1449	16:05:25
4_	7	4	1	6	6	6	1392	16:05:25
4_	7	4	1	7	7	7	1477	16:05:25
4_	7	4	1	8	8	8	3702	16:05:25
4_	7	4	1	9	9	9	2011	16:05:25
4_	7	4	1	10	10	10	1342	16:05:25
4_	7	4	1	11	11	11	1245	16:05:25
4_	7	4	1	12	12	12	4551	16:05:25
4_	7	4	1	13	13	13	1507	16:05:25
4_	7	4	1	14	14	14	3008	16:05:25
4_	7	4	1	15	15	15	1226	16:05:25
4_	7	4	1	16	16	16	2684	16:05:25
4_	7	4	0	17	12	17	7437	16:05:25
4_	7	4	1	18	18	18	2400	16:05:25
1_	10	4	1	1	1	1	3079	16:31:27
1_	10	4	1	2	2	2	3044	16:31:27
1_	10	4	1	3	3	3	3034	16:31:27
1_	10	4	0	4	16	4	1669	16:31:27
1_	10	4	1	5	5	5	3102	16:31:27
1_	10	4	1	6	6	6	1603	16:31:27
1_	10	4	1	7	7	7	2241	16:31:27
1_	10	4	1	8	8	8	2489	16:31:27
1_	10	4	1	9	9	9	2169	16:31:27
1_	10	4	1	10	10	10	1284	16:31:27
1_	10	4	1	11	11	11	3372	16:31:27
1_	10	4	1	12	12	12	1862	16:31:27
1_	10	4	1	13	13	13	1519	16:31:27
1_	10	4	1	14	14	14	2457	16:31:27
1_	10	4	1	15	15	15	1719	16:31:27
1_	10	4	0	16	4	16	8502	16:31:27
1_	10	4	1	17	17	17	1074	16:31:27
1_	10	4	1	18	18	18	1930	16:31:27
1_	18	4	1	1	1	1	1747	12:46:23
1_	18	4	0	2	17	2	2408	12:46:23
1_	18	4	0	3	7	3	5883	12:46:23
1_	18	4	0	4	9	4	5393	12:46:23
1_	18	4	0	5	4	5	4075	12:46:23
1_	18	4	0	6	16	6	2681	12:46:23
1_	18	4	0	7	6	7	3462	12:46:23
1_	18	4	1	8	8	8	3009	12:46:23
1_	18	4	0	9	16	9	2732	12:46:23
1_	18	4	0	10	8	10	2712	12:46:23
1_	18	4	0	11	16	11	5529	12:46:23
1_	18	4	0	12	10	12	2654	12:46:23
1_	18	4	0	13	2	13	3161	12:46:23
1_	18	4	0	14	5	14	5724	12:46:23
1_	18	4	0	15	3	15	4488	12:46:23
1_	18	4	0	16	18	16	5345	12:46:23
1_	18	4	0	17	10	17	3289	12:46:23
1_	18	4	0	18	1	18	2658	12:46:23
1_	23	1	1	1	1	1	2539	13:11:16
1_	23	1	0	2	17	2	4003	13:11:16
1_	23	1	1	3	3	3	3992	13:11:16
1_	23	1	0	4	16	4	1547	13:11:16
1_	23	1	0	5	7	5	6400	13:11:16
1_	23	1	0	6	10	6	3087	13:11:16
1_	23	1	0	7	5	7	3867	13:11:16
1_	23	1	0	8	12	8	7595	13:11:16
1_	23	1	0	9	6	9	1762	13:11:16
1_	23	1	0	10	13	10	2730	13:11:16
1_	23	1	0	11	9	11	8471	13:11:16
1_	23	1	0	12	17	12	7695	13:11:16
1_	23	1	0	13	8	13	9918	13:11:16
1_	23	1	0	14	8	14	4919	13:11:16
1_	23	1	0	15	2	15	2088	13:11:16
1_	23	1	0	16	1	16	6465	13:11:16
1_	23	1	0	17	2	17	6452	13:11:16
1_	23	1	1	18	18	18	2730	13:11:16
1_	26	4	0	1	3	1	3785	14:12:36
1_	26	4	0	2	4	2	1814	14:12:36
1_	26	4	0	3	14	3	1581	14:12:36
1_	26	4	0	4	13	4	4260	14:12:36
1_	26	4	0	5	12	5	2687	14:12:36
1_	26	4	0	6	15	6	1768	14:12:36
1_	26	4	0	7	13	7	2649	14:12:36
1_	26	4	1	8	8	8	3525	14:12:36
1_	26	4	1	9	9	9	4070	14:12:36
1_	26	4	0	10	6	10	2342	14:12:36
1_	26	4	0	11	14	11	1816	14:12:36
1_	26	4	0	12	10	12	5947	14:12:36
1_	26	4	0	13	17	13	1667	14:12:36
1_	26	4	0	14	5	14	3155	14:12:36
1_	26	4	0	15	16	15	6952	14:12:36
1_	26	4	0	16	2	16	2846	14:12:36
1_	26	4	0	17	7	17	1125	14:12:36
1_	26	4	0	18	2	18	2658	14:12:36
2_	10	3	1	1	1	1	2913	16:23:48
2_	10	3	1	2	2	2	2707	16:23:48
2_	10	3	1	3	3	3	1758	16:23:48
2_	10	3	1	4	4	4	1859	16:23:48
2_	10	3	1	5	5	5	1976	16:23:48
2_	10	3	1	6	6	6	2070	16:23:48
2_	10	3	1	7	7	7	1622	16:23:48
2_	10	3	1	8	8	8	1533	16:23:48
2_	10	3	1	9	9	9	2506	16:23:48
2_	10	3	1	10	10	10	3198	16:23:48
2_	10	3	0	11	13	11	9908	16:23:48
2_	10	3	1	12	12	12	1210	16:23:48
2_	10	3	0	13	18	13	8404	16:23:48
2_	10	3	1	14	14	14	1834	16:23:48
2_	10	3	1	15	15	15	9172	16:23:48
2_	10	3	1	16	16	16	1722	16:23:48
2_	10	3	1	17	17	17	7796	16:23:48
2_	10	3	0	18	11	18	17436	16:23:48
2_	18	3	1	1	1	1	1370	12:38:46
2_	18	3	0	2	7	2	2051	12:38:46
2_	18	3	0	3	5	3	2020	12:38:46
2_	18	3	0	4	9	4	2290	12:38:46
2_	18	3	0	5	15	5	3380	12:38:46
2_	18	3	0	6	18	6	1705	12:38:46
2_	18	3	0	7	17	7	2214	12:38:46
2_	18	3	0	8	1	8	2255	12:38:46
2_	18	3	1	9	9	9	2035	12:38:46
2_	18	3	1	10	10	10	2951	12:38:46
2_	18	3	0	11	3	11	2732	12:38:46
2_	18	3	0	12	11	12	2569	12:38:46
2_	18	3	0	13	7	13	7108	12:38:46
2_	18	3	1	14	14	14	2879	12:38:46
2_	18	3	0	15	5	15	1724	12:38:46
2_	18	3	0	16	2	16	2337	12:38:46
2_	18	3	0	17	6	17	2186	12:38:46
2_	18	3	0	18	1	18	2315	12:38:46
2_	23	2	1	1	1	1	2976	13:20:24
2_	23	2	0	2	7	2	2510	13:20:24
2_	23	2	0	3	9	3	3170	13:20:24
2_	23	2	1	4	4	4	2020	13:20:24
2_	23	2	0	5	17	5	5866	13:20:24
2_	23	2	0	6	5	6	4977	13:20:24
2_	23	2	0	7	2	7	2601	13:20:24
2_	23	2	1	8	8	8	1734	13:20:24
